留言编号,留言用户,留言主题,留言时间,留言详情,反对数,点赞数
214141,A00059208,A2区刘家冲路两个月就道路施工了四次,2019/1/18 16:25:23,"
					
					A市A2区刘家冲路仅仅两个月道路施工四次，不仅扰民，而且极度浪费资源资金，请有关部门能管管这样的浪费、扰民行为。
					
					
				",0,0
214147,A00053191,A市地铁能否在A6区晟通城或者金桥国际设站？,2019/9/11 17:06:37,"
					
					随着A6区逐渐开发与A市的对接，金桥国际和晟通城附近小区越来越多，居住的人和工作的人也越来越多，希望有关领导能考虑下将地铁能延长至附近正好至A市高铁西终点站，这样能更方便大家，由其是在市中心上班的，更有利于绿色生态出行，也为以后人流量越来越大缓解一定压力！恳请相关领导重视！
					
					
				",0,0
214164,A00013614,举报A1区老地方美食广场虚假招商,2019/12/18 23:38:38,"
					
					甲方以虚假招商手段促成与商户签订不平等合同，不是诈骗，但是和诈骗一样侵害人民群众权益，打法律擦边球是否合法？领导你好，我是一个规矩做生意的良民百姓，想跟您反应一个事情，我是于今年进入位于解放西路司门口老街的老地方美食广场做生意（位于国金中心对面，星光大厦一楼），招商的时候他们老地方餐饮管理有限公司的负责人向我介绍了美食广场的招商计划书，里面有非常合理的商场业态，运营推广方案，以及非常豪华的装修效果设计图，并且承诺了会在解放西路商场与国金中心之间开通一条斑马线，我是被他们这套骗进去的，签完合同开业之后，美食广场根本没有兑现之前的招商计划，斑马线也没有开通，上面管理人员也忽悠我们说安心做，他们会边做边整改，要我们先签定装修协议，我们商户也都签了。我们于今年9年月底开业，到了十月我们所有商户找找老板协商过，他说因为消防问题，材料运输问题政府报批时间差等等理由为由推掉了责任，还说会设计另一套装修方案，11月底会全部整改完工，运营也会跟上，斑马线也会开通，但是到了11月底，装修，开通斑马线没有了音信，运营也只是单纯打折，根本没有投入资金，这个商场共有30几家商户，老板收取近千万资金，但根本没有投资商场，我们所有商户也都是被虚假的招商承诺诱骗才进来投资的，现在找老板协商却回复按合同办事，装修协议你们签了，就是默认了装修，合同里隐藏了一条说签定本合同后本合同将取代招商之前所有招商计划包括承诺，我们商户现在开业两个月都发生了严重亏损，但是缺少法律武器保护自己的权益，真心希望有领导能帮助我们这些弱势的良民百姓，让我们不再受这种商业陷阱的侵害。
					
					
				",0,0
214238,A00061787,请问A4区公安派出所对58车货一案办案的进度如何了,2019/1/20 22:28:40,"
					
					标题：恳请市委胡书记督促A4区经侦大队和办案警官毛浚发一个58车贷恶性退出案件的案情通报哪怕几个字也行胡书记：您好。我是A市58车贷恶性退出案件的受害人，我认为您是知道58车贷案件的，因为你在2018年8月28日问政留言回复说，58车贷已在2018年8月20日立案了，您希望我们理解支持和监督。因此关于58案情我就不再多说了。但您知道吗？距离您的回复到现在已过去近半年了，58案件可以说是毫无进展。到现在我们没有收到或者看到A市A4区经侦对58案件的一次的案情通报，哪怕几个字的通报，而办案警官毛骏说他很忙也一直在处理该案件，但我们看到的是出逃美国的58车贷实际控制人邢ze一直在遥控平台，指使团伙利用平台在操控并指使其团伙上窜下跳地组织所谓的债委会，并叫嚣不成立债委会就不催收的嚣张气焰。当我们把此事向办案警官毛浚报告的时，毛警官说，你们不用管邢ze他们怎么说怎么做，这些事情我都知道，要相信经侦。是的，我们一直是相信您和A市委会对58案件会进行查办的?同样也是相信A4区经侦的。因此我们想问一下：第一，58车贷恶性退出案件（其中大量自融和截流，已是构成诈骗罪）立案近半年，距离您的回复也有4个多月的时间了，现在您能不能督促A4区经侦和办案警官毛浚给我们发布一下案情进展的通报呢？哪怕几个字也行。第二，如果像58车贷这样的恶性退出平台的实际控制人和高管经侦都就不能进行抓捕或者控制吗？如果不能抓捕和控制平台原高管，那么A4区经侦大队和办案警官毛浚能不能对出逃美国的邢ze以及受邢ze遥控的团伙一直在操控平台和叫嚣组成债委会之类的种种违法行为给予适当制止呢？第三，如果毛警官确实很忙没办法顾及58车贷案件的查办，能不能请您另行安排其他办案警官进行查办呢？而且我们认为毛警官这是在包庇纵容犯罪，与邢ze是一伙的，就像俗话说的蛇鼠一窝狼狈为奸了。希望能尽快给我们一个案情通报，哪怕几个字也行，让我们受害人知道该案件是有在进行查办的，是有人在管的，在A市A4区涉嫌犯罪也是要受到法律制裁的，A4区并不是法外之地！？由于长时间抬头望天的煎熬，情绪难免有些激动，敬请您的包涵。
					
					
				",1,2
214247,A00015366,A3区望月湖小区一空调水处理设备制造噪音,2019/7/2 10:56:59,"
					
					A市政府：在A3区望月湖小区，月桂街和月宫街交汇的东南角，有一空调水处理设备，从早上7点工作到晚上8点，噪音很大，旁边50米就是望月湖第二小学，影响到学生上课，周围居住的都是老年人，影响了他们的睡眠休息，请政府部门采取措施，解决噪音扰民的问题，还小区居民和学校学生一个安静环境。
					
					
				",0,0
214252,A00081976,A8县市福临门名郡幼儿园附近开设网吧，合理吗？,2019/9/17 15:17:38,"
					
					关于A8县市福临门名郡7栋居民楼架空层开设网吧一事，市民多次反馈给相关部门及媒体，业主多次联名反对。《西地省中小学校幼儿园规划建设条例》第二十规定，本条例自2016年7月1日起施行，严禁在中小学或幼儿园200米内设立互联网上网服务营业场所。人生幸福意义着落点：就是拥有幸福的家庭和培育优秀的孩子，这也是创建文明城市的根本支撑点。而网吧公然开在幼儿园附近、小区架空层里面，可想对孩子的身心健康成长影响是如何之大？对孩子的安全又是多大的影响？如果真正发生了不可预见的事情或者小孩无心学习偷偷跑去网吧玩游戏，这封信或许挽救了一个或者更多家庭的幸福。网吧对小区安宁居家的影响暂且放在一边，可对孩子的影响这一点是致命的，这是公然在孩子的面前赤裸裸的诱惑，居住环境变了对孩子的影响，孟母三迁的故事就是最好的说明。因此，恳请书记彻查此事，福临门名郡全体业主不甚感激！
					
					
				",0,1
214253,A00081462,A3区弘德西街二期宜居雅苑17栋廷泊酒店涉黄,2019/12/31 17:33:50,"
					
					廷泊酒店（A市梅溪湖店）有一组织卖淫嫖娼团伙（女孩约20人，男的约10人）在附近发黄色小卡片，微信约附近的人，口头约美女1300人民币起。到店后要2000多。
					
					
				",0,0
214260,A00036209,建议增加A市火车站到星沙的夜间公交车,2019/6/29 13:57:39,"
					
					星沙境内有那么多的企业和居民，127路A市火车站到东一路公交首末站的最晚车次21点就没有车，建议开通A市火车站到松雅湖的夜间公交车次，发车时间可以每30分钟一趟，满足星沙片区的居民？对夜间交通的需要，或是延长127路的末班车收班时间。
					
					
				",0,0
214282,A909209,A市丽发新城小区附近搅拌站噪音扰民和污染环境,2020-01-25 09:07:21,你们管不管A2区丽发新城小区啊！这个附近建了个搅拌厂啊，天天吵天天吵，烦死了不仅吵还臭！说好的绿化呢！这么污染环境良心不痛吗！再不解决我就告上去！,0,0
214285,A0004641,顺风车为何只能在A市内运行？,2019/4/28 23:35:10,"
					
					本人在网上拜读了A市政府关于顺风车运行的相关政策和文件，对于其中关于顺风车定价及限制出行次数的规定都表示理解和支持，这样可以有效的杜绝有人利用顺风车非法营运。但是对于顺风车出行只限于本市行政区域内的规定很是不解，觉得这一规定十分的不合理，第一是不利于资源的合理充分利用，很多跨城行驶车辆即使只有司机一个人也只能空跑，不能顺客，导致资源浪费；第二是不利于人民群众的出行，让很多需要跨城顺风车的群众只能选择通过无数次转车、等车才能顺利出行，费时费力；因此本人以人民群众的身份建议政府部门切实考虑广大人民群众的实际需求，以服务人民群众为出发点，取消关于顺风车运行的此条限制，真正做到为人民服务！
					
					
				",0,0
214289,A00029107,A市农商行乱扣月供，谁来管！,2019/2/13 14:34:14,"
					
					A市农商银行乔口支行2017年11月到2018年7月共9个月均乱扣我月供。该行以系统升级为由，一个小客户几个月的乱扣金额就高达165.44元！照此计算，1万个贷款客户又乱扣多少？乱扣10年20年金额多大？银行系统所谓的升级，难道就是从广大客户账上攫取巨额非法利益？！该银行升级系统，用心之险恶昭然若揭，违法违规经营深藏不露！2018年1月18日向省政府投诉后，转交西地省银监局，但至今时逾一年，该局仍拒不责令该行书面致歉、拒不查处该行违法违规经营，拒不给社会公众和广大客户一个交待！多次向国家银保监会网站投诉举报均无果。有诉必理，有案必查，这是原则。本人诉求：1、A市农商银行应当书面纠错道歉。2018年1月2日20时56分，银行书面通知我说我违约。2、西地省银监局应当对该行作出行政处罚并公开结果。省银监局接到金融消费者投诉、发现如此明显的违法违规，应当在查清该行系统黑洞和违法违规经营后，及时处罚。该行的系统还类似的乱扣了广大客户多少的钱，侵夺了其他广大客户多少的利益？！这里面黑洞到底有多大？如何堵住银行的这种漏洞与所谓以系统升级为名、行乱扣月供之实的秘密？？？实名投诉人周燕，身份证号码*****************，电话与微信*****************，2019年2月13日
					
					
				",0,0
214307,A000100792,A1区远大一路辉煌国际城二期物业公司提供虚假场地证明,2019/1/26 13:14:51,"
					
					A1区远大一路辉煌国际城二期物业公司（北京方东鸿润物业服务有限公司西地省分公司）和西垅社区提供虚假场地证明，其实该商铺没有配套设立专用烟道，不符合做餐饮类基本要求。违背2016年1月1日实施的《大气法》第81条，违背A市工商行政管理局2018年10月17日下发的第41号文件。马坡岭工商所审核不严格，辉煌国际城二期5栋105商铺工商营业执照于2018年11月2日违规下发，该商铺非法营业。该饭店的油烟走下水道和朝小区内排烟，请问蓝天保卫战就是这样操作？
					
					
				",0,0
214326,A00094280,在A市摇号买房，摇到了不买的话会有什么影响吗？,2019/4/25 10:45:27,"
					
					符合刚需条件，在A市摇号买房，摇到了不买的话会有什么影响吗？
					
					
				",0,0
214328,A00017528,投诉A市楚麓驾校拒退报名费用,2019/7/11 15:28:54,"
					
					根据西地省机动车驾驶许可培训收费行为规则，“对中途退学的，除已经发生的费用外，机动车驾驶员培训机构应将余款退还学员”。但是楚麓驾校校长陈洪拒绝协商，拒退任何费用。而且驾校开具的收据上也明显有与该规则不相符的内容，请有关部门查处，谢谢！
					
					
				",0,0
214346,A000103438,市政管道臭水严重影响A6区莲湖路18号重建地小区自建房居民的生活,2019/7/8 15:42:29,"
					
					我是A市A6区莲湖路18号重建地小区自建房居民，当时规划将整个重建地的生活污水管网铺排在我家，由于地势原因和排口原因，导致十多年来污水积压，无法正常流通，无法承受几十户居民的生活污水，时常污水浸没我家地下室，只要一下大雨，必将涨水，臭气熏天，无法呼吸，污染环境，严重影响了我家的正常生活，也时刻威胁着我家的人身财产安全！希望政府部门能够给我一个满意的答复和妥善的处理！
					
					
				",0,0
214348,A00050627,A市金桥互通的ETC通道为何经常识别失败？,2019/6/13 10:55:21,"
					
					因为经常通过绕城高速在金桥收费站上下，每次走ETC通道时，都不能顺利刷卡成功。有时候是进站时没反应，有时候是出站时没反应。碰巧每次金桥收费站车多，没办法，进站时只好蹭后面的车的ETC上高速，在下的收费站走人工通道交费。出站时就乖乖变道，走人工通道。这样，不仅耗时，又很危险。因为遇到的这种情况多了，忍不住向大托、洞井、A市西等人工收费站的收费员抱怨，这几个收费站的收费员都说“在金桥刷不出ETC的车主很多”，问起原因，收费员都说“应该是金桥收费站的ETC严重老化，导致灵敏度不高”，所以，很多车主都会在金桥收费站遭遇ETC识别不到的情况。尊敬的高管局及金桥收费站，国家大量提倡车主办理ETC业务，也是为了方便车主，减少收费站的拥堵（尤其是金桥，连接长常高速和绕城高速，不仅小车多，货车更多），不仅对车主有利，更对高管局和收费站来说也是有利的。希望西地省高管局及金桥收费站重视此事，及早更换金桥收费站的ETC设备！
					
					
				",0,1
214350,A00026323,反映A4区万国城三期幼儿园学位问题,2019/4/24 9:04:31,"
					
					您好。我是A市A4区福元西路199号万国城三期的业主，小区配建有幼儿园，名称是A4区满庭春摩码幼儿园。现在幼儿园已经启动2019年秋季幼儿园招生工作，但是公布的小班学位只有97个，但是小区现在的适龄儿童数量远超过97人。看幼儿园的建设规模，完成是有能力增加小班学位的。不知道是什么原因限制了学位，做为业主，不能上自己小区的幼儿园，还要舍近求远的去找其他幼儿园，给家里增加很多不便。希望您在百忙之中抽时间了解一下这个问题，看能不能增加学位，满足小区业主要求。祝您工作顺利，身体健康。
					
					
				",0,2
214388,A00027774,A3区可可小城小区晚上停水持续几个月了,2019/9/25 16:46:22,"
					
					自2019年4月份A市A3区金领公寓连续2个月晚上21点左右至24点左右停水事件以来，我小区可可小城（金领公寓西侧）出现了同样的停水现象，而且也持续了数月之久，我们业主经过多方咨询、投诉，直到今天（2019年9月25日）才勉强搞清楚停水原因，其原因大致为小区南侧工业园抢水导致我小区供水不足停水。现在金领公寓解决了停水问题，但是可可小城小区成了受害者。持续数月的停水给我们小区500多户居民造成了非常严重的不良影响，有时候洗澡洗澡一半没水，下班回家迟点的饭都做不熟，等等。导致小区居民生活苦不堪言。工业园到底该不该抢普通居民用水？工业园用水与居民用水的矛盾该如何协调？如此等等，我们普通百姓搞不清内情，也人微言轻。请媒体及相关部门给予高度重视帮我们解决这一重大民生问题。
					
					
				",0,0
214401,A0001621,A市谷山庭院3期物业收钱不做事,2019/1/22 11:19:54,"
					
					本人家里因为16栋4号户型烟道顶端无动力风帽脱落，导致家里漏水严重，多次请16栋业主向物业反映，至今物业毫不作为！收物管费时挨家挨户敲门，做事的时候怎么没有拿出应有的态度？
					
					
				",0,0
214447,A00051608,A3区西湖街道茶场村五组是如何规划的？,2019/4/1 17:07:36,"
					
					请问局长，（A3区山后山）的A3区西湖街道茶场村五组是如何规划的？
					
					
				",0,0
214506,A00078096,请求解决A市湖开小区市民用水的问题,2019/1/13 15:32:04,"
					
					A市自来水公司，在湖开小区内强制安装水表，在换表中，不妥善解决用户中正常供水需求，就强行的横蛮无理的对几栋几百用户仃水。造成市民长期以来无法正常用水，对广大市民的正常生活造成十分困难。引发广大市民的强烈不满！自来水公司必须立即纠正这种危害群众利益的错误。必须保证湖开小区所有用户的用水需求。为此，请求市政府为保证人民生活正常秩序，敦促自来水公司解决人民群众的正常供水的问题。
					
					
				",0,0
214517,A0007894,A4区君悦幼儿园为什么一直不改为普惠或公办？,2019/7/31 8:55:58,"
					
					A4区君悦幼儿园位于A4区伍家岭北君悦香邸小区内，属于小区配套幼儿园，从2013年开始办学至今。目前君悦幼儿园所处的陈家湖社区，主要包括陈家湖小区、明珠苑、交通设计院宿舍、君悦香邸、楚江北尚等众多小区，但是目前仅有楚谊幼儿园和君悦幼儿园两家幼儿园，根本无法满足社区适龄儿童的入学需求。虽然周边新开了北辰第一幼儿园和第二幼儿园，但他们仅招收北辰三角洲小区的生源，而且还招不完，多出的幼儿还要抢占楚谊幼儿园和君悦幼儿园的有限资源。投诉内容：君悦幼儿园从办学伊始学费一直在3000元/月左右，今年最新的收费标准为3580元/月，给很多家庭带来了高额负担，但苦于无其他可选择学校，有些家庭只能勉强接受，有些家庭会去到更远的幼儿园。在国家大力推广普惠性幼儿园，民办改普惠的大环境下，为何该园一直坚持高收费，何时按照政府的要求改为普惠或公办幼儿园，请A4区教育部门给予调查和答复。
					
					
				",0,1
214532,A00031292,A市的垃圾分类会不会像上海那样严格罚款,2019/7/6 8:12:27,"
					
					胡书记您好我想问A市的垃圾分类会不会像上海那样严格罚款，垃圾分类到底怎么分，看了网上各种解读，但我真的一头雾水。
					
					
				",0,1
214543,A909094,希望能在A市金桥国际附近设地铁站,2019/9/15 17:12:57,"
					
					市长您好，随着A6区逐渐开发与A市的对接，金桥国际和晟通城附近小区越来越多，居住的人和工作的人也越来越多，希望有关领导能考虑下将地铁能延长至附近正好至A市高铁西终点站，这样能更方便大家，由其是在市中心上班的，更有利于绿色生态出行，也为以后人流量越来越大缓解一定压力！恳请领导重视！
					
					
				",0,0
214546,A0007409,A市鹏基诺亚山林即将成为爱尔眼科医院后花园,2019/12/22 20:31:16,"
					
					众所周知，医疗垃圾的病毒、病菌的危害性是普通生活垃圾的几十、几百甚至上千倍，如果处理不当，将造成水体、大气、土壤的污染及对人体的直接危害，甚至成为疫病流行的源头，这些垃圾如果在居民小区内出现，后果将不堪设想！坚决反对在诺亚山林小区门口建医院理由如下：1：诺亚山林小区为居住用地，小区门口建医院的地方根本没有停车位，来来往往人流和车辆会影响小区居民正常出入，导致拥堵。（小区门口右侧已建立的饭店，经常随便乱停，堵住入口，若再在小区门口左侧建医院，定会影响出口，影响消防车辆进出和消防疏散）2：医院一侧完全和小区内部相连，小区内可以清楚看到来来往往病患。紧挨着的就是小区公共活动场所，是老人和小孩的活动天地。我们是十几年的老小区，没有人车分流。出入小区的外来人车增加，进出医院的人员复杂，破坏了封闭式管理环境，增加管理难度，给小区业主带来很多安全隐患（小偷有可乘之机，拐卖小孩有可乘之机，红眼病等眼科疾病的传播……）3：建医院地方方圆100米有两所幼儿园，有几百学生。医院是小区小朋友去幼儿园的必经之路。小区还有一所学校，两千多小学生，医院也是部分小学生上下学的必经之路。4：小区是安静的居住环境，医院是嘈杂的地方，如何保证我们业主的清净生活环境。我们不想每天进出家门过于拥堵嘈杂，不想每天呼吸着充满细菌病毒的空气。5：爱尔眼科医院本打算建在星湖湾，由于业主反对，没有建成，现要强加建在诺亚山林。但我们诺亚山林业主也坚决反对。爱尔眼科医院违背民意！一心谋取利益！！老百姓坚决不同意！我们用毕生积蓄买了诺亚山林的房子！是当初的安逸清新的环境！！现在哪里还有安全安心可言！一步一步的侵占业主权利！得寸进尺！我们小区业主坚决反对建医院！
					
					
				",0,0
214587,A000106080,A市2017年出租车油补何时发放？,2019/1/24 13:53:23,"
					
					书记大人，你好，2017年油补到底什么时候发放，问了很多部门都没有个具体时间，本应该早就发放的为何迟迟不见发，到底是哪个部门出了问题啊，都要过年了，不少的哥，的姐都等着钱过年啊。望您能过问下，代表A市2万司机谢谢您了。
					
					
				",0,1
214658,A00051640,A市尿毒症病人反映医保问题,2019/6/2 0:40:12,"
					
					我是一个尿毒症病人，从2012年元月开始每个星期定期血液透析，现在是每两个星期做10次血透（这个星期2次那下个星期就3此，依此类推）。按A市医保规定，尿毒症病人特殊门诊报销是按160一天按日包干，在职职工个人自负百分之十五，退休职工自费百分之十。但本人一直没有工作，是低保户，住在廉租房独自一人生活，只每月665元低保费（因尿毒症并发症同时患肾性高血压，心脏病，肾性贫血非常严重，血色素只80几，走几百米就觉乏力难受，根本无工作经济能力），医保是按A市灵活就业人员医保自费买的，每月大概自己去银行交150多元（此外有一个月要多交130），患病多年来生活及医药费等费用来一直是想尽各种办法捉襟见肘艰难维持。这种情况下，请问政府是否可以让我这种病人不以“在职职工”交纳尿毒症特殊门诊医保的自费部分（百分之十五），而是参照“退休职工”只交纳百分之十的自费部分？按百分之十五自费交我每个月要交720元左右（160元*****************天x％15），这样自费部分比我的低保费还要多，还不算医保额度外的医药检查等费用（每月4800的医保额度实际根本不够，超过额度部分完全自费，所以多年来除了最基本的血透，其它血滤，灌流等等我从不做，但血透之外一些必要的药物和检查就已超过每月额度了），加上生活费等，现在我已实在是快山穷水尽了！
					
					
				",0,0
214672,A00096117,A市万科金域蓝湾新房的质量堪忧,2019/5/10 17:21:25,"
					
					本人购买的金域蓝湾三期的房子18年12月30日收房至今出现多处质量问题。包括漏水导致房屋发霉地板被泡，开关没电，漏装零线，需要凿墙等，多项问题由人为原因造成，导致业主交房至今装修进度停滞，入住遥遥无期，万科地产拖延且拒不赔偿。以下是七项质量问题：1、洗手盆破裂，拖延至4月才更换新盆，且新盆的拉环一直不灵活，目前仍未解决。2、3月9日，发现房屋渗水。你方水电师傅查原因时，发现公共洗手盆下面的进水阀门未拧紧，一直在向外渗水。导致小孩房，老人房，客厅复合地板起泡。餐厅，客厅，公共洗漱间踢脚线处墙体受潮，变色，发霉。目前仍未给出解决方案。3、4月23日，安装空调时发现，两个房间及客厅空调插座未通电，且公共洗漱间，公卫等多处插座均未通电，后经地产方电工查验，为人为漏装零线。经过检修部分区域恢复通电后，客厅空调柜机插座至今没电，需凿墙查明原因。4、3月22日，在厨房窗户都均关闭的前提下，地上和洗碗机柜门出现大滩不明来源水，地产敷衍是受潮不予解决。5、收房当天，发现地产方未拧紧我家水表进水阀门，导致我家自来水浪费，浪费数量无法统计。6、无人入住的前提下，两个厕所一直有臭味，原因未明。7、规划局定性为违建的烟道离我家小孩房窗户只有两三米远，地产明知缺少合规手续的情况下，至今未拆除烟道消除影响。目前收房已经过去5个月，物业费已缴纳将近半年，多项问题直接影响我们装修进度，导致我们入住遥遥无期，更影响房屋出租的经济效益。尚未入住的新房就要承受敲墙，拆柜，换地板的损失，万科却辩称不影响入住，对我们不造成任何损失。本人已不下十次跟单位请假处理房屋质量问题，恳请针对以上问题尽快给出解决方案，并针对我们的损失赔偿。
					
					
				",0,0
214687,A00052315,A市星创教育无证办学,2019/4/16 12:51:17,"
					
					您好！我是2019届星创教育的一名学生。来到星创教育后，我非常后悔。不仅让我的文化成绩一落千丈，同时我的专业在星创学习之后等于是白费金钱和时间。后来从其他地方了解到，原来星创教育是属于违规办学。请为学生争取一次机会，不要让星创教育祸害其他学生了。以下是我了解到的星创教育：1、星创教育坐落在A5区工人文化宫旁，属于教育咨询类的机构，而且根本没有资质办学。而星创教育对我们学生号称已经办学十多年，培养了很多学生。想请问一下，没有资质办学的机构如何让学生的专业及学习得到保障？而且如今星创教育挂靠在A3区王家湾承萌培训机构，就解决了无证办学这样的问题，那请问是不是这样对学生的教育及安全极度不负责？而且承萌接纳一个没有资质的培训机构不是为虎作伥吗？不是陷学生于火深水热之中吗？2、我作为星创的一名学生，在入学之前，已缴纳学费39800元。学校一再保障不会多收除生活住宿任何费用。但是我经过一段学习之后，学校以各种名义收取费用。中间收取了学生管理费用、补课费用、小课费用、食宿超额费用等杂费，共计将近两万元。一般普通家庭是难以承受的，学校伍校长更是变着法子多收钱，让一般家庭都后悔让学生学习专业。本来学艺术专业是非常花钱的，但是钱要花在合理的地方。请问学费和杂费培训机构是可以任意收的？物价局不能进行管理吗？那就让他们这样乱收费？3、我作为星创的一名学生，从基础课程到暑假集训到寒假集训，经过了三个阶段。在这期间，星创的老师我都没有认全，而下次上课的老师又换了一个人。并从中了解到，有些老师是在校大学生，甚至有些老师才刚刚高中毕业，并且都没有教师资格证。高考是我们学生人生的一次大转折。这样没有教师资质的机构，如何能够对学生负责？让学生有一个更加美好的明天？以上我所说的话句句属实，请你们一定要帮助我的学弟学妹们。如今暑假集训马上开始了，不能再让这样的无证机构祸害他们。
					
					
				",0,0
214709,A00051608,A3区西湖街道茶场村五组何时启动拆迁？,2019/6/17 20:38:45,"
					
					您好胡书记，据悉，A3区西湖街道茶场村五组早在三年前已被A市A3区山国家大学科技城报批了用地红线手续，已经过去三年了，请问政府何时能启动拆迁呢？？看着旁边的六组已经被拆迁了，剩下我们这一小块块的村民也盼着能早日本小康！！谢谢政府。
					
					
				",0,0
214710,A00031748,反映K1区学校食堂的一些问题,2019/8/18 18:38:37,"
					
					众所周知，学校的食堂都是外包，学校要收取高额的承包费，承包人又要赚取大笔钱，还有人工费、水电费等，这些钱都要从学生交的伙食费里面赚取，学校是教书育人的地方，不是商业场所，学生的健康成长和艰苦学习都需要足够的营养来支撑，家长为孩子交了不少的伙食费，学校和承包人都要赚这个钱，那学生能吃到嘴里的还有多少？按道理来说，学校只能选择有资质的餐饮公司，收取承包人一些保证金，保证食品的安全、卫生和营养，每餐做好监督工作，如果学生普遍不满意伙食的，要取谛该承包公司，并进行相应处罚。
					
					
				",0,0
214722,A00050258,A市曙光南路（新建东路至南二环段）能不能增加隔离栏杆,2019/3/7 16:47:01,"
					
					建议曙光南路（新建东路至南二环段）增加隔离栏杆。每天早晚上下班期间都会经过该路段，该路段由于中间没有隔离护栏，随处可见行人、电动车穿行马路；尤其是早上王家冲路口红绿灯那段由北往南的方向经常会被对面逆行的车辆占据一个车道。建议相关部门是否考虑增设护栏，设置行人斑马线，以便交通顺畅，行人安全。
					
					
				",0,0
214725,A00020729,A市公立医院管理服务中心办事现场秩序混乱,2019/2/21 17:10:41,"
					
					今天发生了一件事让人感到非常困惑甚至厌烦。中午接到去医师考试报名现场审核的儿子的电话，说有证件忘记带，让我给他送过去。急匆匆地赶到审核地点——A市公立医院管理服务中心，却被挡在外面不让进去。问询工作人员，对方并不正面回应，只是让在外等候。回来后，孩子说他们在里面审核时被很多所谓的“工作人员”层层盘问，推荐并要求他们报相关培训班，甚至不报班不让人离开，现场秩序非常混乱。按照孩子接到的通知，正常情况下医师考试报名现场审核应该是确认相关文件及证件，而不是手机号、身份信息等私人信息被人肆意反复登记，耗费大量时间，导致很多急着送证件的家长被拒之门外，令人非常反感！政府部门工作时间不正常对外营业所为哪般，审核现场对考生层层设卡盘问并将急送证件的家长拒之门外又为何故？
					
					
				",0,7
214731,A00029107,投诉A市农商行乱扣月供,2019/1/18 13:09:53,"
					
					我近几年月供均为970.82。A市农商银行乔口支行2017年11月到2018年7月共9个月均乱扣月供，2018年9月25日又恢复到了970.82.该行以系统升级为由，一个小客户几个月的乱扣金额就高达165.44元！照此计算，1万个贷款客户又乱扣多少？乱扣10年20年金额多大？银行系统所谓的升级，难道就是从广大客户账上攫取巨额非法利益？！该银行升级系统，用心之险恶昭然若揭，违法违规经营深藏不露！2018年1月18日向西地省政府投诉后，转交西地省银监局，但至今该局仍拒不责令该行书面致歉、拒不查处该行违法违规经营，拒不给社会公众和广大客户一个交待！本人诉求：1、A市农商银行应当书面纠错道歉。2018年1月2日20时56分，银行书面通知我违约，说我2011年6月的月供漏了。2、西地省银监局应当对该行作出行政处罚。省银监局接到金融消费者投诉、发现如此明显的违法违规，应当在查清该行系统黑洞和违法违规经营后，及时作出行政处罚。该行的系统还类似的乱扣了广大客户多少的钱，侵夺了其他广大客户多少的利益？！这里面黑洞到底有多大？如何堵住银行的这种漏洞与所谓以系统升级为名、行乱扣月供之实的秘密？？？实名投诉人周燕，身份证号码*****************，电话与微信*****************，2019年1月18日
					
					
				",0,0
214746,A00013457,关于“2018年第五批公交线路调整方案”什么时候能执行调整到位？,2019/1/5 15:50:14,"
					
					2018年12月18日A市交通运输局公示了“2018年第五批公交线路调整方案”，请问什么时候能执行调整到位？
					
					
				",0,0
214756,A00045463,A市桂花二村十四栋楼下垃圾站晚上工作太吵,2019/3/12 11:44:51,"
					
					本人住在桂花二村十四栋，楼下垃圾站一般在晚上居民睡觉休息的时间工作，严重影响了附近居民的休息和第二天的工作学习，希望相关部门能对其进行改正，让其白天或者晚上11点之前工作，确保附近居民的正常休息，谢谢！
					
					
				",0,0
214774,A00041655,A7县三中补课收费，家长负担不起,2019/10/8 17:56:45,"
					
					A7县三中从八号开始就是半月假，而且还50一天，这个开始就是连续上18天的课，学校根本就没考虑很多学生家庭的经济状况有些根本负担不起，现在好多都是压力好大，睡也睡不好，学也学不好，天天想着这个事情。别的普高都没有补就三中补！
					
					
				",1,0
214816,A00063599,A1区朝阳生鲜市场一店铺占道经营，有安全隐患,2019/10/16 13:56:46,"
					
					A1区朝阳街道朝阳生鲜市场有间馄饨王的店铺，门外有一口一天到晚都热气腾腾的煤气灶和锅，摆在马路上。遇上菜市场场人流高峰时，人都只能贴着旁边过，如果撞翻了，烫到人了，后果不堪设想，更何况这条路上还有很多汽车通过，带来了更大的安全隐患。望有关部门管管。
					
					
				",0,0
214818,A000106304,西地省旺银置业新A1区之都项目用五万罚款换千万违法资产合法,2019/4/16 17:55:49,"
					
					商品房项目违反《建设工程规划许可证》，擅自改变审批图纸，只用区区五万元的罚款就使得值近千万元的2683.89平方米的违法建筑合法化,这样的违法成本谁不愿意干?这就是西地省旺银置业新A1区之都项目，结果确要全体业主买单，望胡书记百忙之中能问问。
					
					
				",0,0
